ACANTHACEAE#DICLIPTERA ROXBURGHIANA#KAEMPFEROL
RUBIACEAE#COPROSMA MICROCARPA#KAEMPFEROL#KAEMPFEROL-3-O-BETA-D-GLUCOSYL-RHAMNOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCOSYL-RHAMNOSIDE-7-O-BETA-D-GLUCOSIDE
RUBIACEAE#COPROSMA PARVIFLORA#KAEMPFEROL#KAEMPFEROL-3-O-BETA-D-DIGLUCOSIDE#KAEMPFEROL-3-O-BETA-D-DIGLUCOSIDE-7-O-BETA-D-GLUCOSIDE
RUBIACEAE#COPROSMA PROPINQUA_SSP.PROPINQUA#KAEMPFEROL#KAEMPFEROL-3-O-BETA-D-DIGLUCOSIDE#KAEMPFEROL-3-O-BETA-D-DIGLUCOSIDE-7-O-BETA-D-GLUCOSIDE
RUBIACEAE#COPROSMA REPENS#KAEMPFEROL#KAEMPFEROL-3-O-BETA-D-DIGLUCOSYL-RHAMNOSIDE#KAEMPFEROL-3-O-BETA-D-DIGLUCOSYL-RHAMNOSIDE-7-O-BETA-D-GLUCOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCOSYL-RHAMNOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCOSYL-RHAMNOSIDE-7-O-BETA-D-GLUCOSIDE#KAEMPFEROL-3-O-RHAMNO-GLUCO-GLUCOSIDE#KAEMPFEROL-3-O-RHAMNO-GLUCOSIDE#KAEMPFEROL-7-O-GLUCOSIDE-3-O-RHAMNO-GLUCOSIDE
RUBIACEAE#COPROSMA RIGIDA#KAEMPFEROL#KAEMPFEROL-3-O-BETA-D-GLUCOSYL-GLUCOSIDE
RUBIACEAE#COPROSMA ROBUSTA#KAEMPFEROL#KAEMPFEROL-3-O-RHAMNO-GLUCO-GLUCOSIDE#KAEMPFEROL-3-O-RHAMNO-GLUCOSIDE#KAEMPFEROL-7-O-GLUCOSIDE-3-O-RHAMNO-GLUCOSIDE
RUBIACEAE#COPROSMA ROTUNDIFOLIA#KAEMPFEROL#KAEMPFEROL-3-O-BETA-D-DIGLUCOSIDE#KAEMPFEROL-3-O-BETA-D-DIGLUCOSIDE-7-O-BETA-D-GLUCOSIDE
RUBIACEAE#COPROSMA RUBRA#KAEMPFEROL#KAEMPFEROL-3-O-BETA-D-GLUCOSYL-ARABINOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCOSYL-ARABINOSIDE-7-O-BETA-D-GLUCOSIDE
RUBIACEAE#COPROSMA SPATHULATA_SSP.SPATHULATA#KAEMPFEROL#KAEMPFEROL-3-O-BETA-D-TRIGLUCOSIDE
RUBIACEAE#COPROSMA TENUICAULIS#KAEMPFEROL#KAEMPFEROL-3-O-BETA-D-DIGLUCOSYL-ARABINOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCOSYL-ARABINOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCOSYL-ARABINOSIDE-7-O-BETA-D-GLUCOSIDE
RUBIACEAE#COPROSMA TENUIFOLIA#KAEMPFEROL
RUBIACEAE#COPROSMA VIRESCENS#KAEMPFEROL#KAEMPFEROL-3-O-BETA-D-GLUCOSYL-RHAMNOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCOSYL-RHAMNOSIDE-7-O-BETA-D-GLUCOSIDE
RUBIACEAE#COPROSMA WALLII#KAEMPFEROL
RUBIACEAE#CRUCIANELLA MARITIMA#KAEMPFEROL
RUBIACEAE#DANAIS FRAGRANS#KAEMPFEROL-3-O-ALPHA-L-RHAMNO-DIGLUCOSIDE
RUBIACEAE#GALIUM HELDREICHII#KAEMPFEROL
RUBIACEAE#GALIUM SINAICUM#KAEMPFEROL-3-O-(2-O-BETA-D-XYLOPYRANOSYL-6-O-ALPHA-L-RHAMNOPYRANOSYL)-BETA-D-GLUCOPYRANOSIDE
RUBIACEAE#HEDYOTIS DIFFUSA#KAEMPFEROL-3-O-(2-O-BETA-D-GLUCOPYRANOSYL)-BETA-D-GALACTOPYRANOSIDE#KAEMPFEROL-3-O-[2''-O-(TRANS-6'''-O-FERULOYL)-BETA-D-GLUCOPYRANOSYL]-BETA-D-GALACTOPYRANOSIDE#KAEMPFEROL-3-O-[2-O-(6-O-FERULOYL)-BETA-D-GLUCOPYRANOSYL]-BETA-D-GALACTOPYRANOSIDE
RUBIACEAE#HEDYOTIS LINDLEYANA#KAEMPFEROL
RUBIACEAE#KNOXIA CORYMBOSA#KAEMPFEROL-3-O-BETA-3''-6''-DIACETYL-GLUCOPYRANOSIDE#KAEMPFEROL-7-O-ALPHA-L-ARABINOSYL-3-O-BETA-D-GLUCOSIDE
RUBIACEAE#MITRAGYNA SPECIOSA#KAEMPFEROL
RUBIACEAE#MORINDA CITRIFOLIA#KAEMPFEROL#KAEMPFEROL-3-O-ALPHA-L-RHAMNOPYRANOSYL(1-6)-BETA-D-GLUCOPYRANOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCOPYRANOSYL(1-2)-[ALPHA-L-RHAMNOPYRANOSYL(1-6)]-BETA-D-GALACTOPYRANOSIDE
RUBIACEAE#MORINDA MORINDOIDES#KAEMPFEROL#KAEMPFEROL-3-O-RHAMNOSIDE#KAEMPFEROL-3-O-RUTINOSIDE#KAEMPFEROL-3-RHAMNOSIDE#KAEMPFEROL-7-O-RHAMNOSYL-SOPHOROSIDE#KAEMPFEROL-7-RHAMNOSYL-SOPHOROSIDE
RUBIACEAE#MORINDA TINCTORIA#KAEMPFEROL
RUBIACEAE#PAEDERIA CHINENSIS#KAEMPFEROL
RUBIACEAE#PAEDERIA SCANDENS_VAR.MAIREI#KAEMPFEROL-3-O-RUTINOSIDE-7-O-GLUCOSIDE
RUBIACEAE#RUBIA DAVISIANA#KAEMPFEROL
RUBIACEAE#VIRECTARIA PROCUMBENS#KAEMPFEROL
RUTACEAE#AEGLE MARMELOS#KAEMPFEROL,3-O-METHYL:
RUTACEAE#BAROSMA CRENULATA#KAEMPFEROL-3-4'-DIMETHYL ETHER
RUTACEAE#CHOISYA TERNATA#KAEMPFEROL-3-O-ALPHA-L-RHAMNOGLUCOSIDE
RUTACEAE#CITRUS AURANTIIFOLIA#KAEMPFEROL-3-O-BETA-D-GLUCOPYRANOSIDE-6''-(3-HYDROXY-3-METHYL-GLUTARATE)#KAEMPFEROL-3-O-BETA-D-GLUCOPYRANOSIDE-6''-(3-HYDROXY-3-METHYL-GLUTARATE)-7-O-BETA-D-GLUCOPYRANOSIDE
RUTACEAE#CITRUS PARADISI#KAEMPFEROL
RUTACEAE#CITRUS PARADISI_VAR.MARSH#KAEMPFEROL
RUTACEAE#CITRUS SINENSIS#KAEMPFEROL#KAEMPFEROL,DIHYDRO: 4'-METHYL ETHER 7-O-RHAMNOSIDE
RUTACEAE#CITRUS UNSHIU#KAEMPFEROL
RUTACEAE#DICTAMNUS ALBUS#KAEMPFEROL-3-6-7-TRIMETHYL ETHER
RUTACEAE#DRUMMONDITA HASSELLII#KAEMPFEROL,6-HYDROXY: 3-4'-6-TRIMETHYL ETHER
RUTACEAE#EUODIA LEPTA#KAEMPFEROL,3-7-DIMETHYL:
RUTACEAE#FLINDERSIA AUSTRALIS#KAEMPFEROL
RUTACEAE#HAPLOPHYLLUM GLABRINUM#KAEMPFEROL
RUTACEAE#HAPLOPHYLLUM PEDICELLATUM#KAEMPFEROL-3-MALONYL-GLUCOSIDE
RUTACEAE#HAPLOPHYLLUM ROBUSTUM#KAEMPFEROL-3-MALONYL-GLUCOSIDE
RUTACEAE#PHELLODENDRON AMURENSE_VAR.WILSONII#KAEMPFEROL#KAEMPFEROL-3-O-BETA-D-GALACTOSIDE
RUTACEAE#RUTA ANGUSTIFOLIA#KAEMPFEROL
RUTACEAE#RUTA CHALEPENSIS#KAEMPFEROL
RUTACEAE#RUTA GRAVEOLENS#KAEMPFEROL
RUTACEAE#RUTA MONTANA#KAEMPFEROL
RUTACEAE#RUTA OREOJASME#KAEMPFEROL
RUTACEAE#RUTA PINNATA#KAEMPFEROL
RUTACEAE#TETRADIUM GLABRIFOLIUM#KAEMPFEROL-3-O-BETA-D-XYLOPYRANOSIDE
SALICACEAE#POPULUS ACUMINATA#KAEMPFEROL,3-METHYL:#KAEMPFEROL-3-DI-O-BETA-D-GLUCOSIDE
SALICACEAE#POPULUS ANGUSTIFOLIA#KAEMPFEROL-3-DI-O-BETA-D-GLUCOSIDE
SALICACEAE#POPULUS BALSAMIFERA#KAEMPFEROL
SALICACEAE#POPULUS BEROLINENSIS#KAEMPFEROL,3-METHYL:#KAEMPFEROL,4'-METHYL:
SALICACEAE#POPULUS CANDICANS#KAEMPFEROL,3-METHYL:#KAEMPFEROL-4'-METHYL ETHER
SALICACEAE#POPULUS CATHAYANA#KAEMPFEROL#KAEMPFEROL,3-METHYL:
SALICACEAE#POPULUS DELTOIDES#KAEMPFEROL#KAEMPFEROL,3-METHYL:#KAEMPFEROL,7-METHYL:
SALICACEAE#POPULUS GRANDIDENTATA#KAEMPFEROL,4'-METHYL:#KAEMPFEROL,7-METHYL:
SALICACEAE#POPULUS KOREANA#KAEMPFEROL#KAEMPFEROL,3-METHYL:#KAEMPFEROL,7-METHYL:
SALICACEAE#POPULUS LAURIFOLIA#KAEMPFEROL,3-METHYL:#KAEMPFEROL,4'-7-DIMETHOXY:
SALICACEAE#POPULUS MAXIMOWICZII#KAEMPFEROL#KAEMPFEROL,3-METHYL:#KAEMPFEROL,4'-METHYL:#KAEMPFEROL,7-METHYL:#KAEMPFEROL-4'-7-DIMETHYL ETHER#KAEMPFEROL-4'-METHYL ETHER
SALICACEAE#POPULUS NIGRA#KAEMPFEROL#KAEMPFEROL,3-METHYL:#KAEMPFEROL,3-O-METHYL:#KAEMPFEROL,7-METHYL:
SALICACEAE#POPULUS SARGENTII#KAEMPFEROL,3-METHYL:
SALICACEAE#POPULUS SIEBOLDII#KAEMPFEROL
SALICACEAE#POPULUS SIMONII#KAEMPFEROL,3-METHYL:#KAEMPFEROL,7-METHYL:
SALICACEAE#POPULUS SUAVEOLENS#KAEMPFEROL
SALICACEAE#POPULUS SZECHUANICA#KAEMPFEROL#KAEMPFEROL,3-METHYL:#KAEMPFEROL,7-METHYL:
SALICACEAE#POPULUS TACAMAHACA#KAEMPFEROL,3-METHYL:
SALICACEAE#POPULUS TREMULA#KAEMPFEROL,4'-METHYL:#KAEMPFEROL,7-METHYL:#KAEMPFEROL-4'-METHYL ETHER
SALICACEAE#POPULUS TREMULOIDES#KAEMPFEROL
SALICACEAE#POPULUS TRICHOCARPA#KAEMPFEROL,4'-METHYL:
SALICACEAE#POPULUS TRISTIS#KAEMPFEROL,7-METHYL:#KAEMPFEROL-4'-METHYL ETHER
SALICACEAE#POPULUS VIOLASCENS#KAEMPFEROL,3-METHYL:
SALICACEAE#POPULUS WIZLIZENII#KAEMPFEROL,3-METHYL:
SALICACEAE#SALIX LINDEYANA#KAEMPFEROL
SALVADORACEAE#SALVADORA PERSICA#KAEMPFEROL#KAEMPFEROL-3-ALPHA-L-RHAMNOSYL-7-BETA-XYLOPYRANOSIDE#KAEMPFEROL-3-O-(2-GLUCOSYL-RHAMNOSYL-RUTINOSIDE)#KAEMPFEROL-3-O-ROBINOBIOSIDE
SAPINDACEAE#DELAVAYA TOXOCARPA#KAEMPFEROL
SAPINDACEAE#DODONAEA VISCOSA#KAEMPFEROL#KAEMPFEROL,6-HYDROXY-3-7-DIMETHYL ETHER#KAEMPFEROL,6-HYDROXY: 3-7-DIMETHYL ETHER#KAEMPFEROL-3-4'-7-TRIMETHYL ETHER
SAPINDACEAE#EUPHORIA LONGANA#KAEMPFEROL
SAPINDACEAE#HARPULLIA PENDULA#KAEMPFEROL#KAEMPFEROL-3-XYLOSIDE
SAPINDACEAE#KOELREUTERIA HENRYI#KAEMPFEROL-3-O-ALPHA-ARABINOPYRANOSIDE
SAPINDACEAE#KOELREUTERIA PANICULATA#KAEMPFEROL#KAEMPFEROL-3-O-(3''-GALLOYL)-ALPHA-L-RHAMNOPYRANOSIDE#KAEMPFEROL-3-O-ARABINOPYRANOSIDE#KAEMPFEROL-3-O-RHAMOSIDE
SAPINDACEAE#SAPINDUS TRIFOLIATUS#KAEMPFEROL
SAPINDACEAE#XANTHOCERAS SORBIFOLIA#KAEMPFEROL
SAPOTACEAE#RICHARDELLA DULCIFICA#KAEMPFEROL
SAXIFRAGACEAE#ACERIPHYLLUM ROSSII#KAEMPFEROL 3-O-ALPHA-L-RHAMNOPYRANOSYL(1-4)-ALPHA-L-RHAMNOPYRANOSYL(1-6)-BETA-D-GLUCOPYRANOSIDE#KAEMPFEROL 3-O-ALPHA-L-RHAMNOPYRANOSYL(1-6) -BETA-D-GLUCOPYRANOSIDE:
SAXIFRAGACEAE#ASTILBE ARENDSII#KAEMPFEROL-3-O-ALPHA-L-RHAMNOSIDE#KAEMPFEROL-3-O-BETA-D-XYLOSYL-GLUCOSIDE#KAEMPFEROL-3-O-BETA-D-XYLOSYL-XYLOSYL-GLUCOSIDE
SAXIFRAGACEAE#ASTILBE BITERNATA#KAEMPFEROL-3-O-BETA-D-GLUCOSYL-GLUCOSIDE
SAXIFRAGACEAE#ASTILBE CHINENSIS#KAEMPFEROL-3-O-ALPHA-L-RHAMNOSIDE
SAXIFRAGACEAE#ASTILBE THUNBERGII#KAEMPFEROL-3-O-ALPHA-L-RHAMNOSIDE#KAEMPFEROL-3-O-BETA-D-XYLOSYL-GALACTOSIDE#KAEMPFEROL-3-O-BETA-D-XYLOSYL-GLUCOSIDE
SAXIFRAGACEAE#BENSONIELLA OREGONA#KAEMPFEROL,3-O-GLUCOSIDE:#KAEMPFEROL,3-O-RHAMNOSIDE:
SAXIFRAGACEAE#BERGENIA CORDIFOLIA#KAEMPFEROL
SAXIFRAGACEAE#BERGENIA CRASSIFOLIA#KAEMPFEROL#KAEMPFEROL-3-O-ARABINOSIDE#KAEMPFEROL-3-O-XYLOSYL-GALACTOSIDE#KAEMPFEROL-3-O-XYLOSYL-GLUCOSIDE
SAXIFRAGACEAE#BERGENIA LIGULATA#KAEMPFEROL-3-O-ALPHA-L-RHAMNOPYRANOSYL-7-O-ALPHA-L-ARABINOPYRANOSIDE#KAEMPFEROL-7-O-BETA-D-ALLOPYRANOSIDE#KAEMPFEROL-7-O-BETA-L-PHAMNOPYRANOSIDE
SAXIFRAGACEAE#CHRYSOSPLENIUM AMERICANUM#KAEMPFEROL#KAEMPFEROL-3-O-BETA-D-DIGLUCOSIDE
SAXIFRAGACEAE#CHRYSOSPLENIUM TETRANDRUM#KAEMPFEROL#KAEMPFEROL-3-O-ALPHA-L-RHAMNOSYL-GLUCOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCOSYL-ARABINOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCOSYL-GLUCOSIDE
SAXIFRAGACEAE#CONIMITELLA WILLIAMSII#KAEMPFEROL,3-O-GLUCOSIDE:
SAXIFRAGACEAE#DEUTZIA SCABRA#KAEMPFEROL-3-GLUCO-RHAMNO-GLUCOSIDE#KAEMPFEROL-3-RHAMNOSYL-7-GLUCOSIDE#KAEMPFEROL-3-TRIGLUCOSIDE
SAXIFRAGACEAE#FRANCOA SONCHIFOLIA#KAEMPFEROL-3-O-GLUCOSYL-GLUCOSIDE
SAXIFRAGACEAE#HEUCHERA CYLINDRICA_VAR.GLABELLA#KAEMPFEROL#KAEMPFEROL-3-O-ALPHA-L-RHAMNOSIDE#KAEMPFEROL-3-O-ALPHA-L-RHAMNOSYL-GLUCOSIDE#KAEMPFEROL-3-O-ALPHA-L-RHAMNOSYL-RUTINOSIDE#KAEMPFEROL-3-O-BETA-D-DIGLUCOSIDE I#KAEMPFEROL-3-O-BETA-D-DIGLUCOSIDE II#KAEMPFEROL-3-O-BETA-D-DIGLUCOSYL-XYLOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCOSYL-GALLATE#KAEMPFEROL-3-O-TRIGLUCOSIDE
SAXIFRAGACEAE#HEUCHERA MICRANTHA_VAR.DIVERSIFOLIA#KAEMPFEROL#KAEMPFEROL-3-O-ALPHA-L-RHAMNOSIDE#KAEMPFEROL-3-O-ALPHA-L-RHAMNOSYL-GLUCOSIDE#KAEMPFEROL-3-O-BETA-D-XYLOSIDE#KAEMPFEROL-3-O-BETA-D-XYLOSYL-GLUCOSIDE
SAXIFRAGACEAE#HYDRANGEA ARBORESCENS_SSP.ARBORESCENS#KAEMPFEROL
SAXIFRAGACEAE#HYDRANGEA ASPERA#KAEMPFEROL
SAXIFRAGACEAE#HYDRANGEA ASPERA_SSP.ASPERA#KAEMPFEROL
SAXIFRAGACEAE#HYDRANGEA ASPERA_SSP.ROBUSTA#KAEMPFEROL
SAXIFRAGACEAE#HYDRANGEA ASPERA_SSP.SARGENTIANA#KAEMPFEROL
SAXIFRAGACEAE#HYDRANGEA HETEROMALLA#KAEMPFEROL
SAXIFRAGACEAE#HYDRANGEA INTEGRIFOLIA#KAEMPFEROL
SAXIFRAGACEAE#HYDRANGEA MACROPHYLLA_VAR.THUNBERGII#KAEMPFEROL#KAEMPFEROL-3-O-ALPHA-L-RHAMNOPYRANOSYL(1-6)-BETA-D-GLUCOPYRANOSIDE#KAEMPFEROL-3-O-ALPHA-L-RHAMNOPYRANOSYL(1-6)-[BETA-D-XYLOPYRANOSYL(1-2)]-BETA-D-GALACTOPYRANOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCOPYRANOSYL(1-2)-(ALPHA-L-RHAMNOPYRANOSYL(1-6))-BETA-D-GLUCOPYRANOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCOPYRANOSYL(1-2)-BETA-D-GLUCOPYRANOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCOPYRANOSYL(1-2)-[ALPHA-L-RHAMNOPYRANOSYL(1-6)]-BETA-D-GLUCOPYRANOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCOPYRANOSYL-(1-2)-BETA-D-GLUCOPYRANOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCOPYRANOSYL-(1-2)-[ALPHA-L-RHAMNOPYRANOSYL-(1-6)-BETA-D-GLUCOPYRANOSIDE#KAEMPFEROL-3-O-BETA-D-XYLOPYRANOSYL(1-2)-BETA-D-GALACTOPYRANOSIDE#KAEMPFEROL-3-O-BETA-L-RHAMNOPYRANOSYL-(1-6)-BETA-D-GLUCOPYRANOSIDE
SAXIFRAGACEAE#HYDRANGEA PANICULATA#KAEMPFEROL
SAXIFRAGACEAE#HYDRANGEA SEEMANNII#KAEMPFEROL
SAXIFRAGACEAE#HYDRANGEA SERRATA#KAEMPFEROL
SAXIFRAGACEAE#LEPTARRHENA PYROLIFOLIA#KAEMPFEROL-3-O-ALPHA-L-GALACTOSIDE#KAEMPFEROL-3-O-ALPHA-L-RHAMNOSYL-GALACTOSIDE#KAEMPFEROL-3-O-BETA-D-ARABINOSIDE#KAEMPFEROL-3-O-BETA-D-XYLOSIDE
SAXIFRAGACEAE#MITELLA ACERINA#KAEMPFEROL,3-O-GLUCOSIDE:
SAXIFRAGACEAE#MITELLA BREWERII#KAEMPFEROL,3-O-GLUCOSIDE:
SAXIFRAGACEAE#MITELLA CAULESCENS#KAEMPFEROL,3-O-GLUCOSIDE:#KAEMPFEROL,3-O-RHAMNOSIDE:
SAXIFRAGACEAE#MITELLA FURUSEI_VAR.#KAEMPFEROL,3-O-GLUCOSIDE:#KAEMPFEROL,3-O-RHAMNOSIDE:#KAEMPFEROL,3-O-XYLOSIDE:
SAXIFRAGACEAE#MITELLA INTEGRIPETALA#KAEMPFEROL,3-O-GLUCOSIDE:
SAXIFRAGACEAE#MITELLA JAPONICA#KAEMPFEROL,3-O-GLUCOSIDE:#KAEMPFEROL,3-O-RHAMNOSIDE:
SAXIFRAGACEAE#MITELLA KIUSHIANA#KAEMPFEROL,3-O-GLUCOSIDE:
SAXIFRAGACEAE#MITELLA KOSHIENSIS#KAEMPFEROL,3-O-GLUCOSIDE:#KAEMPFEROL,3-O-RHAMNOSIDE:
SAXIFRAGACEAE#MITELLA NUDA#KAEMPFEROL,3-O-GALACTOSIDE:
SAXIFRAGACEAE#MITELLA OVALIS#KAEMPFEROL,3-O-GLUCOSIDE:
SAXIFRAGACEAE#MITELLA PAUCIFLORA#KAEMPFEROL,3-O-GLUCOSIDE:#KAEMPFEROL,3-O-RHAMNOSIDE:#KAEMPFEROL,3-O-XYLOSIDE:
SAXIFRAGACEAE#MITELLA PENTANDRA#KAEMPFEROL,3-O-GLUCOSIDE:#KAEMPFEROL,3-O-RHAMNOSIDE:
SAXIFRAGACEAE#MITELLA STAUROPETALA#KAEMPFEROL,3-O-GLUCOSIDE:
SAXIFRAGACEAE#MITELLA STYLOSA_VAR.#KAEMPFEROL,3-O-GLUCOSIDE:
SAXIFRAGACEAE#MITELLA TRIFIDA#KAEMPFEROL,3-O-GLUCOSIDE:
SAXIFRAGACEAE#PARNASSIA ASARIFOLIA#KAEMPFEROL-3-O-RHAMNOSIDE
SAXIFRAGACEAE#PARNASSIA CAROLINIANA#KAEMPFEROL-3-O-RHAMNOSIDE
SAXIFRAGACEAE#PARNASSIA FIMBRIATA_VAR.FIMBRIATA#KAEMPFEROL-3-O-RHAMNOSIDE#KAEMPFEROL-3-O-XYLOSIDE-7-O-RHAMNOSIDE
SAXIFRAGACEAE#PARNASSIA GLAUCA#KAEMPFEROL-3-O-RHAMNOSIDE
SAXIFRAGACEAE#PARNASSIA GRANDIFOLIA#KAEMPFEROL-3-7-DI-O-GLUCOSIDE#KAEMPFEROL-3-O-ARABINOSIDE#KAEMPFEROL-3-O-RHAMNOSIDE#KAEMPFEROL-3-O-RHAMNOSYL-GLUCOSIDE-7-O-RHAMNOSIDE
SAXIFRAGACEAE#PARNASSIA KOTZEBUEI#KAEMPFEROL-3-O-RHAMNOSIDE
SAXIFRAGACEAE#PARNASSIA PALUSTRIS#KAEMPFEROL-3-O-RHAMNOSIDE
SAXIFRAGACEAE#PELTIPHYLLUM PELTATUM#KAEMPFEROL
SAXIFRAGACEAE#PENTHORUM SEDOIDES#KAEMPFEROL#KAEMPFEROL-3-O-DIGLUCOSIDE#KAEMPFEROL-3-O-RHAMNOGLUCOSIDE#KAEMPFEROL-3-O-RHAMNOSIDE#KAEMPFEROL-3-O-XYLOSIDE
SAXIFRAGACEAE#PHILADELPHUS LEWISII#KAEMPFEROL-3-O-BETA-D-GLUCURONIDE
SAXIFRAGACEAE#RIBES AUREUM#KAEMPFEROL-3-O-GLUCOXYLOSIDE
SAXIFRAGACEAE#RIBES NIGRUM#KAEMPFEROL#KAEMPFEROL-3-GLUCO-RHAMNOSIDE#KAEMPFEROL-3-GLUCO-XYLOSIDE
SAXIFRAGACEAE#RIBES NIGRUM_CV.NARJADANAJR#KAEMPFEROL
SAXIFRAGACEAE#RIBES RUBRUM_CV.HYBRIDEN#KAEMPFEROL
SAXIFRAGACEAE#RODGERSIA PINNATA#KAEMPFEROL-3-O-ALPHA-L-RHAMNOSIDE#KAEMPFEROL-3-O-XYLOSIDE
SAXIFRAGACEAE#RODGERSIA SAMBUCIFOLIA#KAEMPFEROL-3-O-ALPHA-L-RHAMNOSIDE#KAEMPFEROL-3-O-BETA-D-XYLOSYL-GLUCOSIDE#KAEMPFEROL-3-O-XYLOSIDE
SAXIFRAGACEAE#SAXIFRAGA AIZOON#KAEMPFEROL
SAXIFRAGACEAE#SAXIFRAGA CERNUA#KAEMPFEROL-3-O-BETA-D-GALACTOSYL-GLUCOSIDE#KAEMPFEROL-3-O-BETA-D-GLUCOSYL-GLUCOSIDE#KAEMPFEROL-3-O-TRIGLUCOSIDE
SAXIFRAGACEAE#SAXIFRAGA STELLARIS#KAEMPFEROL,3-O-[2-O-(BETA-D-XYLOPYRANOSYL)-BETA-D-GALACTOPYRANOSYL]:
SAXIFRAGACEAE#SAXIFRAGA TOLMIEI#KAEMPFEROL-3-O-XYLOSYL-XYLOSYL-GLUCOSIDE
SAXIFRAGACEAE#TELLIMA GRANDIFLORA#KAEMPFEROL-3-(6''-GALLOYL-GALACTOSIDE)#KAEMPFEROL-3-(6''-GALLOYL-GLUCOSIDE)#KAEMPFEROL-3-GALLOYL-GALACTOSIDE#KAEMPFEROL-3-GALLOYL-GLUCOSIDE
SAXIFRAGACEAE#TIARELLA TRIFOLIATA_VAR.LACINIATA#KAEMPFEROL
SAXIFRAGACEAE#TIARELLA TRIFOLIATA_VAR.TRIFOLIATA#KAEMPFEROL
SAXIFRAGACEAE#TIARELLA TRIFOLIATA_VAR.UNIFOLIATA#KAEMPFEROL
SAXIFRAGACEAE#VAHLIA CAPENSIS_SSP.VULGARIS#KAEMPFEROL
SCHISANDRACEAE#SCHISANDRA CHINENSIS#KAEMPFEROL
SCHIZAEACEAE#LYGODIUM FLEXUOSUM#KAEMPFEROL
SCHIZAEACEAE#SCHIZAEA BIFIDA#KAEMPFEROL-3-O-ALPHA-L-RHAMNOSYL-GLUCOSIDE
SCHIZAEACEAE#SCHIZAEA PECTINATA#KAEMPFEROL
SCROPHULARIACEAE#ANGELONIA GRANDIFLORA#KAEMPFEROL,3-4'-DIMETHYL:#KAEMPFEROL,4'-7-DIMETHYL:
SCROPHULARIACEAE#ANTIRRHINUM MAJUS#KAEMPFEROL-3-7-DIGLUCOSIDE
SCROPHULARIACEAE#AUREOLARIA VIRGINICA#KAEMPFEROL-3-O-RHAMNOSIDE
SCROPHULARIACEAE#CALCEOLARIA ARACHNOIDEA#KAEMPFEROL,3-4'-7-TRIMETHOXY:#KAEMPFEROL,3-4'-DIMETHOXY:#KAEMPFEROL,3-7-DIMETHOXY:
SCROPHULARIACEAE#CALCEOLARIA IRAZUENSIS#KAEMPFEROL,4'-7-DIMETHOXY:#KAEMPFEROL,4'-METHOXY:#KAEMPFEROL-4'-7-DIMETHYL ETHER#KAEMPFEROL-4'-METHYL ETHER
SCROPHULARIACEAE#CALCEOLARIA TRIPARTITA#KAEMPFEROL,3-7-DIMETHOXY:
SCROPHULARIACEAE#DIGITALIS VIRIDIFLORA#KAEMPFEROL-3-4'-7-TRIMETHYL ETHER
SCROPHULARIACEAE#EUPHRASIA OFFICINALIS#KAEMPFEROL
SCROPHULARIACEAE#HEBE TRAVERSII#KAEMPFEROL-3-O-BETA-(6-O-ALPHA-RHAMNOGLUCOSIDE)
SCROPHULARIACEAE#LINARIA DALMATICA#KAEMPFEROL,3-5-DI-O-METHYL:#KAEMPFEROL,3-7-DI-O-METHYL:
SCROPHULARIACEAE#LINDERNIA SPECIES#KAEMPFEROL
SCROPHULARIACEAE#MIMULUS CARDINALIS#KAEMPFEROL,3-4'-7-TRIMETHOXY:
SCROPHULARIACEAE#ODONTITES VISCOSA#KAEMPFEROL,4'-7-DIMETHOXY:
SCROPHULARIACEAE#PEDICULARIS LONGIFLORA_VAR.TUBIFORMIS#KAEMPFEROL
SCROPHULARIACEAE#VERBASCUM PHLOMOIDES#KAEMPFEROL
SIMAROUBACEAE#AILANTHUS ALTISSIMA#KAEMPFEROL#KAEMPFEROL-3-O-BETA-(6''-GALLOYL-GLUCOSIDE)
SIMAROUBACEAE#AILANTHUS GLANDULOSA#KAEMPFEROL
SIMAROUBACEAE#AILANTHUS TRIPHYSA#KAEMPFEROL-3-O-BETA-D-GALACTOPYRANOSIDE
SOLANACEAE#ATROPA BELLADONNA#KAEMPFEROL
SOLANACEAE#BRUNFELSIA GRANDIFLORA_SSP.GRANDIFLORA#KAEMPFEROL-3-O-(6-GLC-O-FERULOYL)-BETA-D-GLUCOPYRANOSYL(1-2)-O-[ALPHA-L-RHAMNOPYRANOSYL(1-6)]-BETA-D-GALACTOPYRANOSIDE
SOLANACEAE#CAPSICUM FRUTESCENS_VAR.BACCATUM#KAEMPFEROL(METHYL-DERIVATIVE)
