a 	b 
Theobroma cacao	Xanthosine 5'-monophosphate
Vigna angularis	(+)-Dihydrowighteone
Vigna angularis	2'-Hydroxydaidzein 7,4'-di-O-glucoside
Vigna angularis	2'-Hydroxygenistein
Vigna angularis	Anhydrosophoradiol
Vigna angularis	AzII
Vigna angularis	AzIII
Vigna angularis	AzIV
Vigna angularis	Azukisapogenol
Vigna angularis	Azukisaponin I
Vigna angularis	Azukisaponin II
Vigna angularis	Azukisaponin III
Vigna angularis	Azukisaponin IV
Vigna angularis	Azukisaponin V
Vigna angularis	Azukisaponin VI
Vigna angularis	Catechin
Vigna angularis	Catechin 7-O-beta-D-glucopyranoside
Vigna angularis	Catechin-(4alpha->8)-epiafzelechin
Vigna angularis	Daidzein 7,4'-di-O-glucoside
Vigna angularis	Dalbergioidin
Vigna angularis	Gallocatechin
Vigna angularis	Genistein
Vigna angularis	Kievitone
Vigna angularis	Ligballinol
Vigna angularis	Lupiwighteone
Vigna angularis	Procyanidin B1
Vigna angularis	Spermidine
Vigna angularis	Spermine
Vigna radiata	(+-)-5-Deoxykievitone
Vigna radiata	(gamma-Glutamyl-gamma-glutamyl)-S-methylcysteine
Vigna radiata	1,3-Diazole
Vigna radiata	2,3-Dehydrokievitone
Vigna radiata	2-O-Caffeoyltartronic acid
Vigna radiata	2-O-p-Coumaroyltartronic acid
Vigna radiata	Aureol
Vigna radiata	Coumestrol
Vigna radiata	Cyclokievitone
Vigna radiata	D-Glyceraldehyde 3-phosphate
Vigna radiata	Daidzein
Vigna radiata	Daidzin
Vigna radiata	Delphinidin 3-(3''-p-coumaroylglucoside)
Vigna radiata	Dihydroxyacetone phosphate
Vigna radiata	Formononetin
Vigna radiata	Gallocatechin
Vigna radiata	Genistein
Vigna radiata	Glycitein
Vigna radiata	Isovitexin
Vigna radiata	Isovitexin 6''-O-rhamnoside
Vigna radiata	Kaempferol 3-glucuronide
Vigna radiata	N5-Acetyl-N2-gamma-glutamylornithine
Vigna radiata	Progesterone
Vigna radiata	Puerarin
Vigna radiata	Quercetin 3-O-sophoroside
Vigna radiata	S-Methylhomoglutathione
Vigna radiata	Scanderone
Vigna radiata	Scopoletin
Vigna radiata	Senegalensin
Vigna radiata	Spermidine
Vigna radiata	Spermine
Vigna radiata	Umbelliferone
Vigna radiata	Vignatic acid A
Vigna radiata	Vignatic acid B
Vigna radiata	Vitexin
Vigna radiata	[(2-Amino-2-carboxyethyl)thio]butanedioic acid
Vitis vinifera	(+)-alpha-Viniferin
Vitis vinifera	(-)-Epicatechin 3-O-gallate
Vitis vinifera	(-)-epsilon-Viniferin
Vitis vinifera	(24S)24-Methylcholesta-5,7-dien-3beta-ol
Vitis vinifera	(E)-Piceid
Vitis vinifera	2',4',6'-Trihydroxychalcone
Vitis vinifera	2,6-Dimethyl-7-octene-2,3,6-triol
Vitis vinifera	2-Phenylethyl alpha-D-glucopyranoside
Vitis vinifera	2-Phenylethyl galactopyranoside
Vitis vinifera	24-Methylcholesta-5,7-dien-3beta-ol
Vitis vinifera	3,3'-Digalloylprocyanidin B2
Vitis vinifera	3-O-Galloylepicatechin-(4beta->6)-catechin
Vitis vinifera	3-O-Galloylepicatechin-(4beta->8)-catechin
Vitis vinifera	3-O-Galloylepicatechin-(4beta->8)-epicatechin
Vitis vinifera	4,5-Dihydrovomifoliol
Vitis vinifera	4-hydroxybenzoic acid
Vitis vinifera	Acuminoside
Vitis vinifera	Ampelopsin D
Vitis vinifera	Amurensin H
Vitis vinifera	Arecatamnin A1
Vitis vinifera	Arecatannin  B1
Vitis vinifera	Astilbin
Vitis vinifera	Blumenol C glucoside
Vitis vinifera	Butanoic acid
Vitis vinifera	Callistephin
Vitis vinifera	Catechin
Vitis vinifera	Catechin-(4alpha->8)-epicatechin-3-O-gallate
Vitis vinifera	Cinnamate
Vitis vinifera	Cyanidin 3-(6''-acetylglucoside)
Vitis vinifera	Delphin
Vitis vinifera	Delphinidin 3-caffeylglucoside
Vitis vinifera	Dihydrokaempferol-3-O-alpha-L-rhamnopyranoside
Vitis vinifera	Epicatechin
Vitis vinifera	Epicatechin-(4beta->6)-epicatechin-(4beta->8)-catechin
Vitis vinifera	Epicatechin-(4beta->6)-epicatechin-(4beta->8)-epicatechin
Vitis vinifera	Epicatechin-(4beta->8)-3-O-galloylepicatechin-(4beta->8)-catechin
Vitis vinifera	Epicatechin-(4beta->8)-3-O-galloylepicatechin-(4beta->8)-epicatechin-3-O-gallate
Vitis vinifera	Epicatechin-(4beta->8)-epicatechin-(4beta->6)-epicatechin
Vitis vinifera	Epicatechin-(4beta->8)-epicatechin-3-O-gallate
Vitis vinifera	Epigallocatechin gallate
Vitis vinifera	Eutypine
Vitis vinifera	Gallic acid
Vitis vinifera	Gallocatechin 3-O-gallate
Vitis vinifera	Gentisic acid
Vitis vinifera	Gibberellin A1
Vitis vinifera	Gibberellin A19
Vitis vinifera	Gibberellin A3
Vitis vinifera	Hyacinthin
Vitis vinifera	Icariside B2
Vitis vinifera	Icariside B8
Vitis vinifera	Ilicifolinoside A
Vitis vinifera	Indoleacetic acid
Vitis vinifera	Isohopeaphenol
Vitis vinifera	Isoprene
Vitis vinifera	Malonyl-CoA
Vitis vinifera	Malvidin 3-glucoside-4-vinylcatechol
Vitis vinifera	Malvidin 3-glucoside-4-vinylguaiacol
Vitis vinifera	Malvidin 3-glucoside-4-vinylphenol
Vitis vinifera	Malvidin 3-glucoside-pyruvate
Vitis vinifera	Maximol A
Vitis vinifera	Melatonin
Vitis vinifera	Methyl indole-3-acetate
Vitis vinifera	Myrsinionoside D
Vitis vinifera	Myrtillin
Vitis vinifera	Naringenin chalcone
Vitis vinifera	Nigakilactone D
Vitis vinifera	Octacosanal
Vitis vinifera	Oenin
Vitis vinifera	Pallidol
Vitis vinifera	Pelargonidin 3-p-coumarylglucoside
Vitis vinifera	Peonidin 3-(6''-p-coumarylglucoside)-5-glucoside
Vitis vinifera	Peonidin acetyl 3,5-diglucoside
Vitis vinifera	Peonin
Vitis vinifera	Petunidin 3-O-beta-D-glucopyranoside
Vitis vinifera	Petunin
Vitis vinifera	Pinosylvin
Vitis vinifera	Procyanidin B1
Vitis vinifera	Procyanidin B2
Vitis vinifera	Procyanidin B3
Vitis vinifera	Procyanidin B4
Vitis vinifera	Procyanidin B5
Vitis vinifera	Procyanidin B6
Vitis vinifera	Procyanidin B7
Vitis vinifera	Procyanidin B8
Vitis vinifera	Procyanidin C1
Vitis vinifera	Pterostilbene
Vitis vinifera	Pyrocatechin
Vitis vinifera	Quinic acid
Vitis vinifera	Resveratrol
Vitis vinifera	Sinapic acid
Vitis vinifera	Tartaric acid
Vitis vinifera	Triacontanal
Vitis vinifera	Viniferal
Vitis vinifera	Viniferol D
Vitis vinifera	Vitisifuran B
Vitis vinifera	Vitisin A
Vitis vinifera	Vitisin C
Vitis vinifera	Vitisinol E
Vitis vinifera	Vitispirane
Vitis vinifera	[Epicatechin-(4beta-8)]2-epicatechin-3-O-gallate
Vitis vinifera	beta-Caryophyllene
Vitis vinifera	cis-Piceid
Vitis vinifera	cis-Resveratrol-3,4'-O-beta-diglucoside
Vitis vinifera	delta-Viniferin
Vitis vinifera	p-Coumaric acid
Vitis vinifera	p-Coumaroyl CoA
Vitis vinifera	r-Viniferin
Vitis vinifera var.	Gallocatechin
Vitis vinifera var.	Quercetin-3-O-glucoside
Vitis vinifera cv.Petit Verdot	Laricitrin 3-glucoside
Vitis vinifera cv. Petit Verdot	Laricitrin 3-glucuronide
Vitis vinifera cv. Petit Verdot	Syringetin 3-glucuronide
Vitis vinifera L.	alpha-Tocopherol
Vitis vinifera L.	alpha-Tocotrienol
Vitis vinifera L.	beta-Tocopherol
Vitis vinifera L.	beta-Tocotrienol
Vitis vinifera L.	gamma-Tocopherol
Vitis vinifera L.	gamma-Tocotrienol
Vitis vinifera var.sultana	Hexacosanal
Zea mays	(+)-Epijasmonic acid
Zea mays	(+)-Strigol
Zea mays	(12S,13S)-EOD
Zea mays	(3beta,5alpha)-Stigmastan-3-ol
Zea mays	1-DL-(Indole-3-acetyl)-myo-inositol
Zea mays	11,14-Cyclo-14-hydroxy-1,3,5,7-bisabolatetraen-15-oic acid
Zea mays	12-HETE
Zea mays	12-Oxophytodienoic acid
Zea mays	13(S)-Hydroperoxylinolenic acid
Zea mays	15-HETE
Zea mays	2''-O-alpha-L-Rhamnosyl-6-C-fucosyl-3'-methoxyluteoiin
Zea mays	2''-O-alpha-L-Rhamnosyl-6-C-fucosyl-luteolin
Zea mays	2''-O-alpha-L-Rhamnosyl-6-C-quinovopyranosyl-luteolin
Zea mays	2,3-Dihydro-2-oxo-1H-indole-3-acetic acid
Zea mays	2,4-Dihydroxy-2H-1,4-benzoxazin-3(4H)-one
Zea mays	2-O-Caffeoylhydroxycitric acid
Zea mays	2-O-p-Coumaroylhydroxycitric acid
Zea mays	2-hydroxynaringenin
Zea mays	28-Norcastasterone
Zea mays	3'-Deoxyderhamnosylmaysin
Zea mays	3'-Deoxymaysin
Zea mays	3'-O-Methylderhamnosylmaysin
Zea mays	3'-O-Methylmaysin
Zea mays	3-Oxo-2-(2-entenyl)cyclopentaneoctanoic acid
Zea mays	4,2',4',6'-Tetrahydroxychalcone
Zea mays	4-Acetyl-2(3H)-benzoxazolone
Zea mays	4-O-(Indole-3-acetyl)-D-glucopyranose
Zea mays	5-HETE
Zea mays	5-Hydroxyconiferaldehyde
Zea mays	5-Hydroxyconiferyl alcohol
Zea mays	7',8'-Dihydro-7'-hydroxy-4-O-8':5':5''-triferulic acid
Zea mays	7,8-Dihydro-alpha-ionone
Zea mays	9-Ribosyl-trans-zeatin
Zea mays	Abscisic acid
Zea mays	Alloimperatorin
Zea mays	Alternanthin
Zea mays	Ampelopsin
Zea mays	Apiferol
Zea mays	Apigenin
Zea mays	Blepharin
Zea mays	Caffeic acid
Zea mays	Callistephin
Zea mays	Castasterone
Zea mays	Chaetoglobosin N
Zea mays	Cinnamic acid
Zea mays	Coniferaldehyde
Zea mays	Coniferyl alcohol
Zea mays	Coumaroyl-CoA
Zea mays	Cyanidin 3-(3'',6''-dimalonylglucoside)
Zea mays	Cyanidin 3-(6''-malonylglucoside)
Zea mays	Cyclolaudenyl palmitate
Zea mays	Cyclosadol
Zea mays	DIBOA-Glc
Zea mays	DIMBOA
Zea mays	DIMBOA glucoside
Zea mays	DIMBOA-Glc
Zea mays	Delphinidin
Zea mays	Derhamnosylmaysin
Zea mays	Dolichosterone
Zea mays	Dotriacontanol
Zea mays	Ferulic acid
Zea mays	Feruloylputrescine
Zea mays	Gibberellin A1
Zea mays	Gibberellin A12
Zea mays	Gibberellin A14
Zea mays	Gibberellin A15
Zea mays	Gibberellin A17
Zea mays	Gibberellin A19
Zea mays	Gibberellin A20
Zea mays	Gibberellin A24
Zea mays	Gibberellin A29
Zea mays	Gibberellin A3
Zea mays	Gibberellin A34
Zea mays	Gibberellin A4
Zea mays	Gibberellin A44
Zea mays	Gibberellin A5
Zea mays	Gibberellin A53
Zea mays	Gibberellin A7
Zea mays	Gibberellin A8
Zea mays	Gibberellin A9
Zea mays	Gibberellin A98
Zea mays	HDMBOA-Glc
Zea mays	Indoleacetic acid
Zea mays	Isorhamnetin 3,4'-diglucoside
Zea mays	Isorhamnetin 3-O-glucoside
Zea mays	Isorhamnetin 3-O-neohesperidoside
Zea mays	Isovitexin
Zea mays	Jasmonic acid
Zea mays	Kaempferol
Zea mays	L-Phenylalanine
Zea mays	Luteoforol
Zea mays	Luteolin
Zea mays	Maysin
Zea mays	Melatonin
Zea mays	Methyl indole-3-acetate
Zea mays	Mycorradicin
Zea mays	N-(Tetrahydro-2-oxo-3-furanyl)hexanamide
Zea mays	N-Butanoylhomoserine lactone
Zea mays	N1-p-Coumaroyl-N4-feruloylputrescine
Zea mays	Naringenin
Zea mays	Nb-Feruloyltryptamine
Zea mays	Nb-p-Coumaroyltryptamine
Zea mays	OPC-4:0
Zea mays	Pelargonidin
Zea mays	Plastoquinone 8
Zea mays	Pyridoxine
Zea mays	Quercetin
Zea mays	Quercetin 3,3'-diglucoside
Zea mays	Quercetin 3,7-O-beta-diglucopyranoside
Zea mays	Quercetin 3,7-dimethyl ether 5-glucoside
Zea mays	Quercetin 3-O-neohesperidoside
Zea mays	Ribosylzeatin phosphate
Zea mays	Shikimic acid 3-phosphate
Zea mays	Sinapaldehyde
Zea mays	Sinapyl alcohol
Zea mays	Sucrose
Zea mays	Sucrose 6-phosphate
Zea mays	Syringic acid
Zea mays	Taxifolin
Zea mays	Teasterone
Zea mays	Tryptamine
Zea mays	Typhasterol
Zea mays	Zeanoside A
Zea mays	Zeanoside B
Zea mays	Zeanoside C
Zea mays	Zeaxanthin
Zea mays	Zm-NCC-1
Zea mays	alpha-Carotene
Zea mays	alpha-Cryptoxanthin
Zea mays	beta-Caryophyllene
Zea mays	beta-Cryptoxanthin
Zea mays	beta-Sitosterol
Zea mays	beta-Zeacarotene
Zea mays	dihydrokaempferol
Zea mays	ent-CPP
Zea mays	gamma-Carotene
Zea mays	p-Coumaraldehyde
Zea mays	p-Coumaric acid
Zea mays	p-Coumaroyl CoA
Zea mays	p-Coumaroylputrescine
Zea mays	p-Coumaryl alcohol
Zea mays	trans-Zeatin
Zea mays	zehta-carotene
Zea mays L.	7alpha-Hydroxysitosterol
Zea mays L.	Acetovanillone
Zea mays L.	Adenosine
Zea mays L.	Chrysoeriol
Zea mays L.	Coixol
Zea mays L.	Genistein
Zea mays L.	Guanosine
Zea mays L.	Lumichrome
Zea mays L.	Sitostenone
Zea mays L.	Stigmasterol
Zea mays L.	Uracil
Zea mays L.	Vanillic acid
Zea mays L.	Vanillin
Zea mays L.	alpha-Tocopherol
Zea mays L.	alpha-Tocotrienol
Zea mays L.	beta-Tocopherol
Zea mays L.	beta-Tocotrienol
Zea mays L.	delta-Tocopherol
Zea mays L.	delta-Tocotrienol
Zea mays L.	gamma-Tocopherol
Zea mays L.	gamma-Tocotrienol
Ziziphus jujuba	(+)-Blumenol A
Ziziphus jujuba	(+)-Stepharine
Ziziphus jujuba	5-Hydroxytryptamine
Ziziphus jujuba	5-Methoxytryptamine
Ziziphus jujuba	Asimilobine
Ziziphus jujuba	Berberine
Ziziphus jujuba	Betulin
Ziziphus jujuba	Betulinic acid
Ziziphus jujuba	Catechin
Ziziphus jujuba	Isoswertisin 6'''-O-feruloyl 2''-O-glucoside
Ziziphus jujuba	Jubanine G
Ziziphus jujuba	Jubanine H
Ziziphus jujuba	Jujubasaponin IV
Ziziphus jujuba	Jujubasaponin V
Ziziphus jujuba	Jujubasaponin VI
Ziziphus jujuba	Jujuboside A
Ziziphus jujuba	Jujuboside B
Ziziphus jujuba	Jujuboside B1
Ziziphus jujuba	Malic acid
Ziziphus jujuba	Melatonin
Ziziphus jujuba	Meloside A
Ziziphus jujuba	Nummularine B
Ziziphus jujuba	Octadecanoic acid
Ziziphus jujuba	Oleanolic acid
Ziziphus jujuba	Protopine
Ziziphus jujuba	Pyrocatechin
Ziziphus jujuba	Rutin
Ziziphus jujuba	Spinosin
Ziziphus jujuba	Spinosin 6'''-(E)-ferulate
Ziziphus jujuba	Spinosin 6'''-(E)-p-coumarate
Ziziphus jujuba	Spinosin 6'''-(E)-sinapoyl ester
Ziziphus jujuba	Stigmasterol
Ziziphus jujuba	Swertisin
Ziziphus jujuba	Tetradecanoic acid
Ziziphus jujuba	Thiamine
Ziziphus jujuba	Tryptamine
Ziziphus jujuba	Ursolic acid
Ziziphus jujuba	Vitamin B3
Ziziphus jujuba	Ziziphin
Ziziphus jujuba	ent-Catechin
Ziziphus jujuba var.spinosa	Betulinic acid
Ziziphus jujuba var.spinosa	Ferulic acid
Ziziphus jujuba var.spinosa	Jujubogenin
Ziziphus jujuba var.spinosa	Jujuboside A
Ziziphus jujuba var.spinosa	Jujuboside A1
Ziziphus jujuba var.spinosa	Jujuboside B
Ziziphus jujuba var.spinosa	Jujuboside E
Ziziphus jujuba var.spinosa	Juzirine
Ziziphus jujuba var.spinosa	Lysicamine
Ziziphus jujuba var.spinosa	N-Methylasimilobine
Ziziphus jujuba var.spinosa	Oleanolic acid
Ziziphus jujuba var.spinosa	Sanjoinenine
Ziziphus jujuba var.spinosa	Sanjoinine B
Ziziphus jujuba var.spinosa	Sanjoinine D
Ziziphus jujuba var.spinosa	Sanjoinine F
Ziziphus jujuba var.spinosa	Sanjoinine G1
Ziziphus jujuba var.spinosa	Sanjoinine G2
Ziziphus jujuba var.spinosa	Spinosin
Ziziphus jujuba var.spinosa	Swertisin
Ziziphus jujuba var.spinosa	Ursolic acid
Ziziphus jujuba var.spinosa	Zivulgarin
Ziziphus jujuba var. inermis	(+)-Lyoniresinol
Ziziphus jujuba var. inermis	6,8-Di-C-glucopyranosylnaringenin
Ziziphus jujuba var.inermis	(6S,9R)-Roseoside
Ziziphus jujuba var.inermis	Zizybeoside I
Ziziphus jujuba var.inermis	Zizyvoside I
Glycine soja	(-)-Glyceollin I
Glycine soja	(-)-Glyceollin II
Glycine soja	Glyceollin III
Glycine soja	Glyceollin IV
Glycine soja	Indoleacetic acid
Glycine soja	Methyl indole-3-acetate
Glycine soja	Putrescine
Medicago truncatula	(-)-Epigallocatechin
Medicago truncatula	(-)-Medicocarpin
Medicago truncatula	(S)-2,3-Epoxysqualene
Medicago truncatula	2'-Hydroxyflavanone
Medicago truncatula	2'-Hydroxyisoflavone
Medicago truncatula	2-Hydroxyisoflavanone
Medicago truncatula	24-hydroxy beta-amyrin
Medicago truncatula	2beta-hydroxyqueretaroic acid
Medicago truncatula	4-Coumaroylshikimate
Medicago truncatula	5-O-Caffeoylshikimic acid
Medicago truncatula	7,4'-Dihydroxyflavone
Medicago truncatula	Afrormosin
Medicago truncatula	Alfalone
Medicago truncatula	Ampelopsin
Medicago truncatula	Apigenin
Medicago truncatula	Augustic acid
Medicago truncatula	Bayogenin
Medicago truncatula	Bichanin A 7-O-glucoside-6''-malonate
Medicago truncatula	Biochanin A
Medicago truncatula	Biochanin A 7-O-glucoside
Medicago truncatula	Caffeic acid
Medicago truncatula	Calycosin
Medicago truncatula	Catechin
Medicago truncatula	Catsanogenin
Medicago truncatula	Caulophyllogenin
Medicago truncatula	Chrysoeriol
Medicago truncatula	Cinnamic acid
Medicago truncatula	Coumestrol
Medicago truncatula	Cycloartenol
Medicago truncatula	Daidzein
Medicago truncatula	Daidzin
Medicago truncatula	Delphinidin
Medicago truncatula	Epicatechin
Medicago truncatula	Foliasalacioside A2
Medicago truncatula	Formononetin
Medicago truncatula	Formononetin 7-O-beta-D-glucoside-6''-O-malonate
Medicago truncatula	Gallocatechin
Medicago truncatula	Genistein
Medicago truncatula	Genistein 7-O-beta-D-glucoside 6''-O-malonate
Medicago truncatula	Genistin
Medicago truncatula	Gypsogenic acid
Medicago truncatula	Gypsogenin
Medicago truncatula	Hederagenin
Medicago truncatula	Hispidol
Medicago truncatula	Hovetrichoside C
Medicago truncatula	Irilone
Medicago truncatula	Irisolidone
Medicago truncatula	Irisolidone 7-O-beta-D-glucoside
Medicago truncatula	Isoliquiritigenin
Medicago truncatula	Kaempferol
Medicago truncatula	Laricitrin
Medicago truncatula	Leucocyanidin
Medicago truncatula	Leucodelphinidin
Medicago truncatula	Leucopelargonidin
Medicago truncatula	Liquiritigenin
Medicago truncatula	Luteolin
Medicago truncatula	Malonyl-CoA
Medicago truncatula	Medicarpin
Medicago truncatula	Myricetin
Medicago truncatula	Naringenin
Medicago truncatula	Naringenin chalcone
Medicago truncatula	Oleanolic acid
Medicago truncatula	Ononin
Medicago truncatula	Pelargonidin
Medicago truncatula	Pratensein
Medicago truncatula	Pterosupin
Medicago truncatula	Quercetin
Medicago truncatula	Queretaroic acid
Medicago truncatula	Sativan
Medicago truncatula	Soyasapogenol A
Medicago truncatula	Soyasapogenol B
Medicago truncatula	Soyasapogenol E
Medicago truncatula	Taxifolin
Medicago truncatula	Tricin
Medicago truncatula	Vestitol
Medicago truncatula	Vestitone
Medicago truncatula	Vicenin II
Medicago truncatula	Zanhic acid
Medicago truncatula	beta-Amyrin
Medicago truncatula	caffeoyl-CoA
Medicago truncatula	dihydrokaempferol
Medicago truncatula	p-Coumaric acid
Medicago truncatula	p-Coumaroyl CoA
Rosa chinensis	Dodecane
Rosa chinensis	Gallic acid
Vigna unguiculata	2'-O-Methylphaseollidinisoflavan
Vigna unguiculata	5-Hydroxy-7,3',4'-trimethoxy-8-methylisoflavone 5-O-neohesperidoside
Vigna unguiculata	5-[1-Hydroxy-6-(hydroxymethyl)-2,6-dimethyl-4-oxo-2-cyclohexen-1-yl]-3-methyl-2,4-pentadienoic acid
Vigna unguiculata	Coumestrol
Vigna unguiculata	Dolichin A
Vigna unguiculata	Dolichin B
Vigna unguiculata	FEMA 4651
Vigna unguiculata	Gibberellin A1
Vigna unguiculata	Gibberellin A19
Vigna unguiculata	Gibberellin A29
Vigna unguiculata	Gibberellin A3
Vigna unguiculata	Gibberellin A44
Vigna unguiculata	Gibberellin A51
Vigna unguiculata	Gibberellin A9
Vigna unguiculata	Glycine
Vigna unguiculata	Kievitone
Vigna unguiculata	Medicarpin
Vigna unguiculata	Orobanchyl acetate
Vigna unguiculata	Phaseolin
Vigna unguiculata	Phaseollidin
Vigna unguiculata	Spermidine
Vigna unguiculata	Spermine
Vigna unguiculata	Trigonelline
Vigna unguiculata	Vignafuran
Vigna unguiculata var. sesquipedalis	Indoleacetic acid
Vigna unguiculata var. sesquipedalis	Methyl indole-3-acetate
Raphanus sativus	1-Butene-4-isothiocyanate
Raphanus sativus	1-Caffeoyl-beta-D-glucose
Raphanus sativus	1-Methoxyspirobrassinin
Raphanus sativus	2-Phenylethylglucosinolate
Raphanus sativus	2-Thioxothiazolidine-4-carboxylic acid
Raphanus sativus	3,6'-Disinapoyl sucrose
Raphanus sativus	3-(Methoxymethylene)-2-pyrrolidinethione
Raphanus sativus	3-Methylpentyl glucosinolate
Raphanus sativus	4-Hydroxybenzyl glucosinolate
Raphanus sativus	4-Methoxyglucobrassicin
Raphanus sativus	4-Methylpentyl glucosinolate
Raphanus sativus	4-Methylsulfinylbutyl isothiocyanate
Raphanus sativus	4-Methylsulfonyl-3-butenyl glucosinolate
Raphanus sativus	4-Methylthio-3-butenyl glucosinolate
Raphanus sativus	4-hydroxyglucobrassicin
Raphanus sativus	5-Hexenyl glucosinolate
Raphanus sativus	5-Hydroxytryptamine
Raphanus sativus	5-Methoxytryptamine
Raphanus sativus	5-Methylthiopentylglucosinolate
Raphanus sativus	6-Prenylnaringenin
Raphanus sativus	6-Sinapoylglucoraphenin
Raphanus sativus	Antheraxanthin
Raphanus sativus	Apigenin
Raphanus sativus	Brassicanal A
Raphanus sativus	Brassinolide
Raphanus sativus	Caffeic acid
Raphanus sativus	Caffeoylmalic acid
Raphanus sativus	Castasterone
Raphanus sativus	Chrysoeriol
Raphanus sativus	Cyanidin 3-(6''-caffeyl-6'''-ferulylsophoroside)-5-glucoside
Raphanus sativus	E-beta-carotene
Raphanus sativus	Ferulic acid
Raphanus sativus	Feruloylmalic acid
Raphanus sativus	Gallic acid
Raphanus sativus	Genistin
Raphanus sativus	Gentisic acid
Raphanus sativus	Gibberellin A1
Raphanus sativus	Gibberellin A111
Raphanus sativus	Gibberellin A112
Raphanus sativus	Gibberellin A113
Raphanus sativus	Gibberellin A114
Raphanus sativus	Gibberellin A115
Raphanus sativus	Gibberellin A116
Raphanus sativus	Gibberellin A12
Raphanus sativus	Gibberellin A15
Raphanus sativus	Gibberellin A17
Raphanus sativus	Gibberellin A19
Raphanus sativus	Gibberellin A20
Raphanus sativus	Gibberellin A24
Raphanus sativus	Gibberellin A25
Raphanus sativus	Gibberellin A29
Raphanus sativus	Gibberellin A34
Raphanus sativus	Gibberellin A4
Raphanus sativus	Gibberellin A40
Raphanus sativus	Gibberellin A44
Raphanus sativus	Gibberellin A5
Raphanus sativus	Gibberellin A51
Raphanus sativus	Gibberellin A77
Raphanus sativus	Gibberellin A8
Raphanus sativus	Gibberellin A9
Raphanus sativus	Glucobrassicin
Raphanus sativus	Glucoputranjivin
Raphanus sativus	Glucoraphanin
Raphanus sativus	Glucoraphenin
Raphanus sativus	Hexyl glucosinolate
Raphanus sativus	Indole-3-methanol
Raphanus sativus	Indoleacetic acid
Raphanus sativus	Isorhamnetin
Raphanus sativus	Isorhamnetin 3,7-di-O-beta-glucopyranoside
Raphanus sativus	Kaempferitrin
Raphanus sativus	Kaempferol
Raphanus sativus	Kaempferol 3-O-rhamnoside
Raphanus sativus	Kaempferol 7-alpha-L-arabinoside
Raphanus sativus	Lutein
Raphanus sativus	Luteolin
Raphanus sativus	Melatonin
Raphanus sativus	Methyl indole-3-acetate
Raphanus sativus	Methyl mercaptan
Raphanus sativus	N-Methoxyspirobrassinol methyl ether
Raphanus sativus	Naringenin
Raphanus sativus	O-Ethyl 4-(methylsulfinyl)-3-butenylthiocarbamate
Raphanus sativus	Pelargonidin
Raphanus sativus	Pelargonidin 3-(6''-caffeylsophoroside)-5-glucoside
Raphanus sativus	Pelargonidin 3-O-[2-O-(2-(E)-feruloyl-beta-D-glucopyranosyl)-6-O-(E)-feruloyl-beta-D-glucopyranoside]-5-O-(beta-D-glucopyranoside)
Raphanus sativus	Pelargonidin 3-O-[2-O-(6-(E)-caffeoyl-beta-D-glucopyranosyl)-6-O-(E)-caffeoyl-beta-D-glucopyranoside]-5-O-(beta-D-glucopyranoside)
